97.06	97.58	factual
97.58	98.14	certainty
98.14	98.52	regarding
98.52	98.80	our
98.80	99.12	own
99.12	99.62	unmapped
99.62	100.02	future.
100.72	100.94	AI
100.94	101.28	is
101.28	101.50	here
101.50	101.62	to
101.62	101.88	stay.
102.40	102.50	It
102.50	102.76	isn't
102.76	102.94	going
102.94	103.26	away.
103.94	104.04	To
104.04	104.40	survive
104.40	104.58	a
104.58	105.04	technological
105.04	105.52	shift
105.52	105.68	of
105.68	105.84	this
105.84	106.16	scale,
106.46	106.58	we
106.58	106.78	have
106.78	106.94	to
106.94	107.14	take
107.14	107.44	both
107.44	107.76	views
107.76	107.92	of
107.92	108.04	the
108.04	108.20	map
108.20	108.70	seriously.
109.44	109.68	We
109.68	110.02	reject
110.02	110.34	both
110.34	110.58	the
110.58	110.88	panic
110.88	111.06	of
111.06	111.18	the
111.18	111.32	sea
111.32	111.64	monsters
111.64	112.18	and
112.18	112.36	the
112.36	112.82	naivety
112.82	112.98	of
112.98	113.12	the
113.12	113.32	open
113.32	113.62	water.
113.62	114.32	And
114.32	114.46	we
114.46	114.80	prepare
114.80	115.06	to
115.06	115.36	react
115.36	115.60	to
115.60	115.70	the
115.70	116.14	unexpected.
116.86	117.12	This
117.12	117.52	roadmap
117.52	117.90	shows
117.90	118.18	what
118.18	118.42	we'll
118.42	118.76	explore
118.76	119.00	in
119.00	119.16	this
119.16	119.52	section.
120.18	120.42	First,
120.68	120.82	we
120.82	121.14	tackle
121.14	121.46	the
121.46	121.92	argument.
122.56	122.70	Breaking
122.70	123.04	down
123.04	123.42	why
123.42	123.82	voices
123.82	124.36	disagree
124.36	124.78	and
124.78	125.04	how
125.04	125.42	speed
125.42	126.02	amplifies
126.02	126.38	noise.
127.10	127.44	Next,
128.00	128.30	monsters
128.30	128.64	and
128.64	128.94	open
128.94	129.26	water
129.26	129.82	looks
129.82	130.04	at
130.04	130.44	valid
130.44	130.88	worry
130.88	131.48	alongside
131.48	131.90	real
131.90	132.14	-world
132.14	132.56	upside.
133.32	133.70	Finally,
134.28	134.38	Where
134.38	134.54	It
134.54	134.74	Lands
134.74	135.00	on
135.00	135.32	You
135.32	135.98	examines
135.98	136.40	how
136.40	136.76	AI
136.76	137.18	acts,
137.50	137.62	your
137.62	137.98	work,
138.32	138.60	computing
138.60	138.96	bills,
139.24	139.36	and
139.36	139.84	history's
139.84	140.08	promise.
140.62	141.14	The
141.14	141.38	goal
141.38	141.58	of
141.58	141.72	this
141.72	142.06	roadmap
142.06	142.36	is
142.36	142.62	not
142.62	142.84	to
142.84	143.36	successfully
143.36	143.80	guess
143.80	144.08	what
144.08	144.36	happens
144.36	144.80	next.
145.24	145.46	The
145.46	145.68	goal
145.68	145.92	is
145.92	146.08	to
146.08	146.46	acquire
146.46	146.68	the
146.68	146.98	skills,
147.38	147.54	to
147.54	147.66	be
147.66	148.02	smarter
148.02	148.28	than
148.28	148.42	the
148.42	148.62	tool
148.62	148.84	right
148.84	149.18	now.
149.82	150.06	No
150.06	150.52	expert,
150.88	151.14	pundit,
151.38	151.42	or
151.42	151.86	engineer
151.86	152.42	can
152.42	152.68	hand
152.68	152.88	you
152.88	153.08	a
153.08	153.42	finished,
153.52	153.90	safe
153.90	154.20	guide
154.20	154.46	to
154.46	154.62	this
154.62	154.88	era.
155.58	155.78	This
155.78	156.10	final
156.10	156.44	image
156.44	156.72	leaves
156.72	156.94	us
156.94	157.14	with
157.14	157.52	exactly
157.52	157.90	one
157.90	158.26	truth.
158.94	159.26	Nobody
159.26	159.56	has
159.56	159.72	a
159.72	159.88	map
159.88	160.06	of
160.06	160.28	what's
160.28	160.52	coming.
161.12	161.40	You're
161.40	161.56	ready
161.56	161.86	to
161.86	162.08	sail
162.08	162.42	into
162.42	162.58	the
162.58	162.74	blank
162.74	163.04	space.
