137.32	138.00	examines
138.00	138.40	how
138.40	138.76	AI
138.76	139.20	acts,
139.50	139.62	your
139.62	139.96	work,
140.34	140.60	computing
140.60	140.94	bills,
141.24	141.36	and
141.36	141.84	history's
141.84	142.08	promise.
142.62	143.14	The
143.14	143.38	goal
143.38	143.56	of
143.56	143.72	this
143.72	144.08	roadmap
144.08	144.36	is
144.36	144.62	not
144.62	144.84	to
144.84	145.36	successfully
145.36	145.80	guess
145.80	146.06	what
146.06	146.36	happens
146.36	146.80	next.
147.24	147.46	The
147.46	147.68	goal
147.68	147.92	is
147.92	148.10	to
148.10	148.46	acquire
148.46	148.68	the
148.68	148.98	skills,
149.38	149.54	to
149.54	149.66	be
149.66	150.02	smarter
150.02	150.28	than
150.28	150.42	the
150.42	150.62	tool
150.62	150.84	right
150.84	151.18	now.
151.82	152.06	No
152.06	152.52	expert,
152.88	153.14	pundit,
153.38	153.42	or
153.42	153.86	engineer
153.86	154.42	can
154.42	154.68	hand
154.68	154.88	you
154.88	155.08	a
155.08	155.42	finished,
155.52	155.92	safe
155.92	156.20	guide
156.20	156.46	to
156.46	156.62	this
156.62	156.88	era.
157.58	157.78	This
157.78	158.10	final
158.10	158.44	image
158.44	158.72	leaves
158.72	158.94	us
158.94	159.14	with
159.14	159.52	exactly
159.52	159.90	one
159.90	160.26	truth.
160.92	161.26	Nobody
161.26	161.56	has
161.56	161.72	a
161.72	161.88	map
161.88	162.06	of
162.06	162.28	what's
162.28	162.52	coming.
163.12	163.40	You're
163.40	163.56	ready
163.56	163.86	to
163.86	164.08	sail
164.08	164.42	into
164.42	164.58	the
164.58	164.74	blank
164.74	165.04	space.
