63.68	64.08	 large
64.08	64.38	 AI
64.38	64.62	 data
64.62	65.00	 centers
65.00	65.38	 cover
65.38	65.60	 the
65.60	65.80	 ground
65.80	66.12	 of
66.12	66.40	 several
66.40	66.72	 football
66.72	67.14	 fields
67.14	67.58	 and
67.58	67.78	 can
67.78	67.98	 use
67.98	68.18	 as
68.18	68.46	 much
68.46	68.98	 electricity
68.98	69.30	 as
69.30	69.46	 a
69.46	69.72	 small
69.72	70.08	 city.
70.90	71.02	 The
71.02	71.30	 scale
71.30	71.66	 varies
71.66	71.86	 by
71.86	72.30	 facility,
72.30	72.64	 but
72.64	72.84	 the
72.84	73.22	 mechanical
73.22	73.64	 process
73.64	73.92	 is
73.92	74.38	 consistent.
74.98	75.10	 When
75.10	75.24	 you
75.24	75.42	 hit
75.42	75.58	 send
75.58	75.78	 and
75.78	75.98	 chat
75.98	76.40	 GPT,
76.80	76.98	 a
76.98	77.20	 data
77.20	77.48	 center
77.48	78.02	 answers.
79.24	79.50	 Somebody
79.50	79.84	 pays
79.84	80.06	 for
80.06	80.32	 all
80.32	80.56	 that
80.56	80.98	 arithmetic.
81.72	81.88	 Running
81.88	82.10	 those
82.10	82.46	 computers
82.46	82.82	 affects
82.82	83.02	 the
83.02	83.28	 company
83.28	83.58	 using
83.58	83.90	 them,
83.90	84.30	 but
84.30	84.50	 it
84.50	84.86	 also
84.86	85.38	 directly
85.38	85.70	 affects
85.70	85.92	 the
85.92	86.26	 communities
86.26	86.60	 around
86.60	86.88	 them.
86.88	87.50	 This
87.50	87.82	 graphic
87.82	88.16	 breaks
88.16	88.44	 down
88.44	88.66	 what
88.66	88.86	 a
88.86	89.02	 data
89.02	89.28	 center
89.28	89.64	 means
89.64	89.86	 for
89.86	90.02	 its
90.02	90.34	 neighbors
90.34	90.80	 across
90.80	91.20	 four
91.20	91.70	 specific
91.70	92.14	 effects.
93.18	93.36	 First
93.36	93.66	 is
93.66	94.26	 electricity.
95.22	95.30	 US
95.30	95.56	 data
95.56	95.94	 centers
95.94	96.32	 used
96.32	96.58	 about
96.58	96.90	 4
96.90	97.40	.4
97.40	97.70	%
97.70	97.90	 of
97.90	98.40	 electricity
98.40	98.72	 in
98.72	99.44	 2023.
100.20	100.44	 Berkeley
100.44	100.76	 Lab
100.76	101.26	 projected
101.26	101.50	 that
101.50	101.74	 number
101.74	102.00	 could
102.00	102.20	 reach
102.20	102.52	 6
102.52	103.12	.7
103.12	103.32	 to
103.32	103.84	 12
103.84	104.24	%
104.24	104.46	 by
104.46	105.14	 2028.
105.72	105.84	 In
105.84	106.00	 some
106.00	106.38	 places,
106.54	106.68	 this
106.68	106.96	 added
106.96	107.28	 demand
107.28	107.48	 is
107.48	107.88	 already
107.88	108.22	 raising
108.22	108.58	 household
108.58	108.94	 bills.
109.76	109.98	 Second
109.98	110.30	 is
110.30	110.64	 water.
111.40	111.52	 Chips
111.52	111.76	 run
111.76	112.10	 hot.
112.44	112.62	 Some
112.62	113.04	 facilities
113.04	113.64	 evaporate
113.64	113.88	 water
113.88	114.06	 to
114.06	114.22	 cool
114.22	114.36	 them
114.36	114.66	 down
114.66	115.10	 and
115.10	115.26	 a
115.26	115.66	 large
115.66	115.90	 data
115.90	116.18	 center
116.18	116.44	 can
116.44	116.62	 use
116.62	116.84	 about
116.84	117.10	 a
117.10	117.38	 million
117.38	117.80	 gallons
117.80	118.00	 on
118.00	118.12	 a
118.12	118.26	 hot
118.26	118.50	 day.
119.14	119.30	 Others
119.30	119.54	 do
119.54	120.00	 recycle
120.00	120.26	 or
120.26	120.50	 reuse
120.50	121.10	 it.
121.68	121.88	 Third
121.88	122.16	 is
122.16	122.52	 noise.
123.28	123.34	 The
123.34	123.58	 cooling
123.58	123.86	 fans
123.86	124.14	 run
124.14	124.66	 24
124.66	124.94	 hours
124.94	125.12	 a
125.12	125.26	 day.
126.02	126.16	 In
126.16	126.38	 some
126.38	126.70	 towns,
126.98	127.12	 neighbors
127.12	127.36	 have
127.36	127.70	 actually
127.70	128.10	 sued
128.10	128.38	 over
128.38	128.58	 the
128.58	128.74	 hum
128.74	129.12	 after
129.12	129.38	 losing
129.38	129.78	 sleep.
130.68	131.02	 Finally,
131.44	131.68	 permanent
131.68	132.12	 jobs.
132.72	132.88	 While
132.88	133.28	 initial
133.28	133.86	 construction
133.86	134.32	 employs
134.32	134.62	 many
134.62	135.04	 people,
135.38	135.50	 a
135.50	135.84	 finished
135.84	136.30	 facility
136.30	136.66	 may
136.66	136.92	 need
136.92	137.30	 only
137.30	137.88	 100
137.88	138.12	 to
138.12	138.58	 200
138.58	138.96	 permanent
138.96	139.36	 workers.
139.88	140.22	 That
140.22	140.52	 is
140.52	140.94	 roughly
140.94	141.18	 the
141.18	141.46	 staff
141.46	141.64	 of
141.64	141.76	 a
141.76	141.92	 big
141.92	142.40	 supermarket.
143.06	143.36	 The
143.36	143.76	 digital
143.76	144.16	 cloud
144.16	144.74	 relies
144.74	145.08	 on
145.08	145.54	 heavy
145.54	146.08	 physical
146.08	146.66	 infrastructure
147.08	147.38	 and
147.38	147.50	 that
147.50	148.10	 infrastructure
148.10	148.50	 takes
148.50	148.72	 up
148.72	149.06	 space
149.06	149.38	 in
149.38	149.46	 the
149.46	149.62	 real
149.62	149.94	 world.
150.78	150.94	 Looking
150.94	151.14	 at
151.14	151.28	 this
151.28	151.54	 panel,
151.76	151.94	 we
151.94	152.10	 can
152.10	152.32	 see
152.32	152.54	 the
152.54	152.82	 three
152.82	153.18	 ways
153.18	153.54	 companies
153.54	153.82	 are
153.82	154.30	 responding
154.30	154.50	 to
154.50	154.66	 this
154.66	155.00	 demand.
155.70	156.12	 First,
156.48	156.76	 companies
156.76	157.06	 are
157.06	157.48	 arranging
157.48	158.12	 additional
158.12	158.74	 electricity
158.74	159.22	 supplies
159.22	159.46	 for
159.46	159.66	 their
159.66	159.80	 data
159.80	160.12	 centers.
160.88	161.12	 Second,
161.42	161.52	 they
161.52	161.64	 are
161.64	162.04	 developing
162.04	162.34	 better
162.34	162.74	 cooling
162.74	163.20	 designs
163.20	163.46	 that
163.46	163.76	 reuse
163.76	164.18	 water,
164.40	164.80	 reducing
164.80	165.10	 how
165.10	165.26	 much
165.26	165.46	 new
165.46	165.70	 water
165.70	165.90	 they
165.90	166.02	 need
166.02	166.18	 to
166.18	166.40	 draw.
167.30	167.48	 Third,
167.84	168.02	 they
168.02	168.14	 are
168.14	168.40	 building
168.40	168.80	 more
168.80	169.36	 efficient
169.36	169.76	 chips
169.76	170.04	 that
170.04	170.20	 can
170.20	170.32	 do
170.32	170.60	 more
170.60	170.88	 work
170.88	171.12	 with
171.12	171.48	 each
171.48	171.84	 unit
171.84	172.06	 of
172.06	172.54	 electricity.
173.38	173.58	 More
173.58	174.02	 power
174.02	174.34	 meets
174.34	174.80	 demand.
175.32	175.50	 Better
175.50	176.08	 efficiency
176.08	176.62	 reduces
176.62	176.92	 the
176.92	177.38	 resources
177.38	177.78	 needed
177.78	178.08	 per
178.08	178.38	 task.
179.16	179.34	 But
179.34	179.74	 looking
179.74	179.92	 at
179.92	180.10	 this
180.10	180.40	 chart,
180.60	180.72	 you
180.72	180.92	 can
180.92	181.16	 see
181.16	181.42	 the
181.42	182.04	 efficiency
182.04	182.50	 paradox
182.50	182.88	 in
182.88	183.22	 action.
183.92	184.18	 Making
184.18	184.60	 tasks
184.60	184.94	 more
184.94	185.36	 efficient
185.36	185.62	 does
185.62	185.88	 not
185.88	186.58	 automatically
186.58	186.88	 mean
186.88	187.16	 a
187.16	187.52	 smaller
187.52	187.82	 total
187.82	188.20	 footprint.
188.88	189.06	 If
189.06	189.24	 the
189.24	189.42	 use
189.42	189.62	 of
189.62	189.78	 AI
189.78	190.10	 grows
190.10	190.46	 fast
190.46	190.80	 enough,
191.16	191.28	 the
191.28	191.56	 total
191.56	191.88	 demand
191.88	192.12	 for
192.12	192.60	 resources
192.60	192.94	 will
192.94	193.22	 still
193.22	193.58	 rise.
194.32	194.54	 One
194.54	194.92	 request
194.92	195.28	 is
195.28	195.52	 a
195.52	195.82	 small
195.82	196.06	 part
196.06	196.18	 of
196.18	196.30	 the
196.30	196.58	 picture.
197.08	197.36	 Running
197.36	197.64	 these
197.64	198.04	 services
198.04	198.74	 simultaneously
198.74	199.16	 for
199.16	199.62	 millions
199.62	199.86	 of
199.86	200.16	 people
200.16	200.44	 is
200.44	200.60	 what
200.60	200.88	 makes
200.88	201.08	 the
201.08	201.52	 infrastructure
201.52	201.92	 so
201.92	202.30	 large.
203.12	203.38	 Every
203.38	203.64	 big
203.64	204.14	 technology
204.14	204.40	 has
204.40	204.52	 a
204.52	204.86	 footprint,
205.08	205.28	 from
205.28	205.62	 streaming
205.62	206.00	 video
206.00	206.32	 to
206.32	206.50	 the
206.50	206.72	 cars
206.72	207.00	 parked
207.00	207.44	 outside.
208.16	208.42	 AI's
208.42	208.66	 footprint
208.66	208.94	 is
208.94	209.16	 real.
209.46	209.58	 It
209.58	209.72	 is
209.72	210.04	 growing
210.04	210.58	 and
210.58	210.98	 somebody
210.98	211.22	 pays
211.22	211.52	 it.
211.88	212.08	 The
212.08	212.36	 company
212.36	212.66	 pays
212.66	212.86	 in
212.86	213.20	 dollars,
213.56	213.70	 the
213.70	214.00	 grid
214.00	214.38	 pays
214.38	214.62	 in
214.62	214.88	 watts,
215.18	215.44	 and
215.44	215.58	 the
215.58	215.88	 neighborhood
215.88	216.28	 pays
216.28	216.50	 in
216.50	216.82	 water
216.82	217.10	 and
217.10	217.40	 quiet.
217.98	218.18	 None
218.18	218.34	 of
218.34	218.50	 this
218.50	218.68	 is
218.68	218.82	 a
218.82	219.00	 reason
219.00	219.16	 to
219.16	219.30	 feel
219.30	219.74	 guilty
219.74	220.04	 hitting
220.04	220.38	 send.
220.76	221.04	 It
221.04	221.26	 is
221.26	221.44	 a
221.44	221.68	 reason
221.68	221.86	 to
221.86	222.02	 be
222.02	222.24	 one
222.24	222.36	 of
222.36	222.50	 the
222.50	222.70	 few
222.70	223.08	 people
223.08	223.30	 who
223.30	223.78	 actually
223.78	224.42	 understands
224.42	224.66	 the
224.66	224.98	 machine
224.98	225.16	 you
225.16	225.28	 are
225.28	225.58	 using.
226.28	226.62	 Every
226.62	227.04	 single
227.04	227.38	 AI
227.38	227.70	 chat
227.70	228.10	 costs
228.10	228.54	 something
228.54	228.82	 real.
229.38	229.50	 And
229.50	229.72	 now
229.72	230.14	 you
230.14	230.28	 know
230.28	230.78	 exactly
230.78	231.12	 what's
231.12	231.26	 behind
231.26	231.38	 the
231.38	231.68	 magic.
